image,angle
20250614_175152_918957.png,-0.04
20250614_175153_424919.png,-0.04
20250614_175153_924109.png,-0.04
20250614_175154_437873.png,-0.04
20250614_175154_938003.png,-0.04
20250614_175155_446885.png,-0.04
20250614_175155_955518.png,-0.04
20250614_175156_456911.png,-0.04
20250614_175156_962153.png,-0.04
20250614_175157_470886.png,-0.04
20250614_175157_996218.png,-0.04
20250614_175158_497031.png,-0.04
20250614_175159_011174.png,-0.04
20250614_175159_522289.png,0.02
20250614_175200_035983.png,0.02
20250614_175200_538332.png,-0.16
20250614_175201_042820.png,-0.16
20250614_175201_556747.png,-0.06
20250614_175202_057854.png,0.06
20250614_175202_559117.png,0.06
20250614_175203_068210.png,0.06
20250614_175203_577394.png,0.06
20250614_175204_082082.png,-0.08
20250614_175204_591969.png,-0.08
20250614_175205_103231.png,-0.08
20250614_175205_617297.png,-0.08
20250614_175206_124506.png,0.02
20250614_175206_628021.png,0.02
20250614_175207_139334.png,-0.06
20250614_175207_643107.png,-0.06
20250614_175208_146190.png,-0.06
20250614_175208_671069.png,-0.06
20250614_175209_176240.png,-0.06
20250614_175209_685776.png,-0.06
20250614_175210_193825.png,-0.06
20250614_175210_721012.png,-0.06
20250614_175211_221067.png,-0.06
20250614_175211_733199.png,0
20250614_175212_240994.png,0
20250614_175212_748014.png,0.1
20250614_175213_265854.png,-0.02
20250614_175213_785275.png,-0.02
20250614_175214_289267.png,-0.1
20250614_175214_796138.png,0.04
20250614_175215_302212.png,-0.08
20250614_175215_810209.png,-0.08
20250614_175216_325356.png,-0.08
20250614_175216_832196.png,-0.08
20250614_175217_354171.png,0
20250614_175217_875148.png,0
20250614_175218_382835.png,0
20250614_175218_894050.png,-0.1
20250614_175219_394686.png,-0.1
20250614_175219_899798.png,-0.02
20250614_175220_400932.png,0.02
20250614_175220_906267.png,0.06
20250614_175221_411887.png,-0.02
20250614_175221_923378.png,0.12
20250614_175222_428313.png,0
20250614_175222_939114.png,0
20250614_175223_449775.png,-0.06
20250614_175223_960983.png,0.08
20250614_175224_476168.png,0
20250614_175224_982028.png,0
20250614_175225_486115.png,0
20250614_175225_998214.png,0
20250614_175226_518167.png,-0.06
20250614_175227_023813.png,0
20250614_175227_528696.png,0
20250614_175228_029426.png,0
20250614_175228_539034.png,0
20250614_175229_044124.png,0
20250614_175229_559501.png,0
20250614_175230_075501.png,0
20250614_175230_610809.png,0
20250614_175231_119312.png,0
20250614_175231_625050.png,0
20250614_175232_134237.png,0
20250614_175232_641120.png,0
20250614_175233_148088.png,-0.04
20250614_175233_651908.png,-0.04
20250614_175234_175808.png,0
20250614_175234_684957.png,0
20250614_175235_195503.png,0
20250614_175235_715665.png,0
20250614_175236_222192.png,0
20250614_175236_737156.png,0
20250614_175237_268471.png,0
20250614_175237_774458.png,0
20250614_175238_294770.png,0
20250614_175238_807281.png,0
20250614_175239_319163.png,0
20250614_175239_822384.png,0
20250614_175439_368445.png,0
20250614_175439_870979.png,0
20250614_175440_374140.png,0
20250614_175440_879061.png,0
20250614_175441_387955.png,0
20250614_175441_889572.png,0
20250614_175442_399839.png,0
20250614_175442_902177.png,0
20250614_175443_416518.png,0
20250614_175443_919117.png,0
20250614_175444_423706.png,0
20250614_175444_934951.png,0
20250614_175445_439639.png,0
20250614_175445_951219.png,0
20250614_175446_462108.png,0
20250614_175446_969518.png,0
20250614_175447_476480.png,0
20250614_175447_977279.png,0
20250614_175448_487457.png,0
20250614_175448_993009.png,0
20250614_175449_506012.png,0
20250614_175450_018765.png,0
20250614_175450_525502.png,0
20250614_175451_030165.png,0
20250614_175451_543522.png,0
20250614_175452_053449.png,0
20250614_175452_564436.png,0
20250614_175453_074736.png,0
20250614_175453_597813.png,0
20250614_175454_105398.png,0
20250614_175454_609554.png,0
20250614_175455_113194.png,0
20250614_175455_619764.png,0
20250614_175456_134211.png,0
20250614_175456_639782.png,0
20250614_175457_154112.png,0
20250614_175457_662472.png,0
20250614_175458_164454.png,-0.08
20250614_175458_674546.png,-0.12
20250614_175459_183827.png,-0.12
20250614_175459_695024.png,-0.12
20250614_175500_196042.png,-0.12
20250614_175500_712173.png,-0.12
20250614_175501_213237.png,0
20250614_175501_715062.png,0
20250614_175502_227804.png,0
20250614_175502_735701.png,0
20250614_175503_251047.png,0
20250614_175503_766874.png,-0.08
20250614_175504_268992.png,-0.08
20250614_175504_784513.png,-0.16
20250614_175505_286794.png,-0.16
20250614_175505_788187.png,-0.16
20250614_175506_291291.png,-0.12
20250614_175506_793840.png,-0.06
20250614_175507_302572.png,-0.06
20250614_175507_809030.png,-0.06
20250614_175508_318151.png,-0.06
20250614_175508_822041.png,-0.06
20250614_175509_335126.png,-0.06
20250614_175509_841507.png,-0.06
20250614_175510_377947.png,0.02
20250614_175510_880817.png,-0.08
20250614_175511_384424.png,-0.08
20250614_175511_890225.png,0.02
20250614_175512_399498.png,-0.08
20250614_175512_901172.png,-0.08
20250614_175513_406200.png,0.04
20250614_175513_915387.png,-0.12
20250614_175514_422608.png,-0.12
20250614_175514_924274.png,-0.02
20250614_175515_435233.png,-0.04
20250614_175515_946878.png,-0.12
20250614_175516_456613.png,-0.04
20250614_175516_969346.png,0
20250614_175517_471026.png,0
20250614_175517_983192.png,0
20250614_175518_487365.png,0.08
20250614_175518_992957.png,-0.02
20250614_175519_494187.png,0.04
20250614_175519_998377.png,0.16
20250614_175520_508503.png,0.16
20250614_175521_023996.png,-0.02
20250614_175521_538094.png,-0.12
20250614_175522_044785.png,-0.02
20250614_175522_552466.png,-0.02
20250614_175523_053133.png,-0.02
20250614_175523_559566.png,0.06
20250614_175524_071256.png,0
20250614_175524_577580.png,0
20250614_175525_091109.png,0
20250614_175525_603281.png,0
20250614_175526_112997.png,0
20250614_175526_626060.png,0
20250614_175527_137773.png,0.14
20250614_175527_646954.png,0.14
20250614_175528_158482.png,0.12
20250614_175528_660920.png,0.06
20250614_175529_164152.png,0
20250614_175529_669932.png,0
20250614_175530_183950.png,0
20250614_175530_691914.png,0
20250614_175531_199327.png,0.1
20250614_175531_709124.png,0.24
20250614_175532_221094.png,0.24
20250614_175532_733406.png,0.24
20250614_175533_238198.png,0.06
20250614_175533_740932.png,-0.3
20250614_175534_251173.png,-0.16
20250614_175534_759325.png,0.06
20250614_175535_270931.png,0.2
20250614_175535_775580.png,0.2
20250614_175536_278224.png,0.32
20250614_175536_802426.png,0.18
20250614_175537_304019.png,-0.04
20250614_175537_814802.png,0.08
20250614_175538_339629.png,-0.12
20250614_175538_846005.png,-0.02
20250614_175539_351020.png,0.08
20250614_175539_868453.png,0.1
20250614_175540_376577.png,0.22
20250614_175540_881739.png,0.22
20250614_175541_396937.png,0
20250614_175541_898542.png,0
20250614_175542_411102.png,0
20250614_175542_912832.png,0
20250614_175543_429701.png,0
20250614_175543_942142.png,0
20250614_175544_454597.png,-0.04
20250614_175544_969376.png,-0.2
20250614_175545_480261.png,-0.12
20250614_175545_982161.png,-0.12
20250614_175546_487181.png,-0.12
20250614_175546_998366.png,-0.12
20250614_175547_499466.png,-0.06
20250614_175548_013067.png,0
20250614_175548_513468.png,0
20250614_175549_022237.png,0
20250614_175549_535423.png,0
20250614_175550_043685.png,-0.1
20250614_175550_555015.png,-0.1
20250614_175551_069430.png,-0.1
20250614_175551_576243.png,-0.1
20250614_175552_087335.png,-0.1
20250614_175552_591841.png,-0.1
20250614_175553_093898.png,-0.1
20250614_175553_599845.png,-0.1
20250614_175554_115076.png,-0.1
20250614_175554_631810.png,-0.1
20250614_175555_134191.png,0
20250614_175555_642951.png,0
20250614_175556_144535.png,0
20250614_175556_661299.png,0
20250614_175557_184347.png,0
20250614_175557_686302.png,-0.08
20250614_175558_191949.png,-0.08
20250614_175558_701127.png,-0.08
20250614_175559_213033.png,-0.04
20250614_175559_719283.png,0.02
20250614_175600_227342.png,-0.14
20250614_175600_736587.png,-0.14
20250614_175601_237850.png,-0.1
20250614_175601_747191.png,-0.1
20250614_175602_254902.png,-0.1
20250614_175602_762231.png,-0.1
20250614_175603_274302.png,-0.1
20250614_175603_787556.png,-0.04
20250614_175604_294674.png,-0.12
20250614_175604_802543.png,-0.12
20250614_175605_311103.png,-0.02
20250614_175605_831932.png,0
20250614_175606_335913.png,0.04
20250614_175606_839038.png,-0.06
20250614_175607_343213.png,-0.06
20250614_175607_853165.png,0.04
20250614_175608_367937.png,-0.16
20250614_175608_872368.png,-0.16
20250614_175609_380909.png,-0.08
20250614_175609_891066.png,-0.02
20250614_175610_403410.png,-0.1
20250614_175610_908604.png,-0.02
20250614_175611_423225.png,-0.02
20250614_175611_931993.png,-0.02
20250614_175612_438159.png,-0.12
20250614_175612_943271.png,-0.2
20250614_175613_455709.png,-0.1
20250614_175613_964066.png,-0.1
20250614_175614_477354.png,-0.1
20250614_175614_983008.png,-0.1
20250614_175615_495096.png,-0.02
20250614_175616_023451.png,-0.02
20250614_175616_536560.png,-0.02
20250614_175617_046125.png,-0.02
20250614_175617_553441.png,-0.02
20250614_175618_067686.png,-0.02
20250614_175618_576804.png,-0.02
20250614_175619_086598.png,-0.02
20250614_175619_586906.png,-0.02
20250614_175620_089393.png,-0.02
20250614_175620_605364.png,-0.02
20250614_175621_112243.png,0.08
20250614_175621_619108.png,0.08
20250614_175622_132872.png,0
20250614_175622_643075.png,0
20250614_175623_144964.png,0
20250614_175623_651344.png,0
20250614_175624_154359.png,0
20250614_175624_659109.png,0
20250614_175625_172222.png,0
20250614_175625_675632.png,0
20250614_175626_187407.png,0
20250614_175626_700928.png,0
20250614_175627_213399.png,0
20250614_175627_715099.png,0
20250614_175628_228266.png,0
20250614_175628_740306.png,0
20250614_175629_240343.png,0
20250614_175629_744069.png,-0.06
20250614_175630_259299.png,0.04
20250614_175630_767473.png,0.04
20250614_175631_273355.png,-0.04
20250614_175631_785206.png,-0.04
20250614_175632_293929.png,0.08
20250614_175632_796389.png,-0.04
20250614_175633_316489.png,-0.04
20250614_175633_827412.png,-0.04
20250614_175812_879570.png,0
20250614_175813_388395.png,0
20250614_175813_892394.png,0
20250614_175814_401367.png,0
20250614_175814_909123.png,0
20250614_175815_417703.png,0
20250614_175815_920746.png,0
20250614_175816_429649.png,0
20250614_175816_943026.png,0
20250614_175817_451347.png,0
20250614_175817_952111.png,0
20250614_175818_461326.png,0
20250614_175818_985879.png,0
20250614_175819_493154.png,0
20250614_175820_007079.png,0
20250614_175820_508257.png,0
20250614_175821_013270.png,0
20250614_175821_516016.png,0
20250614_175822_019720.png,0
20250614_175822_535718.png,0
20250614_175823_049562.png,0
20250614_175823_565696.png,0
20250614_175824_076283.png,0
20250614_175824_584943.png,0
20250614_175825_101006.png,0
20250614_175825_606830.png,0
20250614_175826_121435.png,0
20250614_175826_626502.png,0
20250614_175827_139255.png,0
20250614_175827_667595.png,0
20250614_175828_171342.png,0
20250614_175828_682424.png,0
20250614_175829_190330.png,0
20250614_175829_705579.png,0
20250614_175830_207427.png,0
20250614_175830_715716.png,0
20250614_175831_227605.png,0
20250614_175831_742808.png,0
20250614_175832_245158.png,0
20250614_175832_749780.png,0
20250614_175833_265395.png,0
20250614_175833_775473.png,0
20250614_175834_288962.png,0
20250614_175834_796659.png,0
20250614_175835_298410.png,0
20250614_175835_804229.png,0
20250614_175836_309216.png,0
20250614_175836_815051.png,0
20250614_175837_323015.png,0
20250614_175837_835952.png,0
20250614_175838_337184.png,0
20250614_175838_847629.png,0
20250614_175839_350289.png,0
20250614_175839_861313.png,0
20250614_175840_361941.png,0
20250614_175840_866543.png,0
20250614_175841_372145.png,0
20250614_175841_873276.png,0
20250614_175842_387211.png,0
20250614_175842_899128.png,0
20250614_175843_399847.png,0
20250614_175843_905150.png,0
20250614_175844_416966.png,0
20250614_175844_925690.png,0
20250614_175845_428213.png,0
20250614_175845_937150.png,0
20250614_175846_451085.png,0
20250614_175846_952296.png,0
20250614_175847_485870.png,0
20250614_175847_998933.png,0
20250614_175848_509524.png,0
20250614_175849_013940.png,0
20250614_175849_522769.png,0
20250614_175850_029604.png,0
20250614_175850_552191.png,0
20250614_175851_065700.png,0
20250614_175851_582198.png,0
20250614_175852_087962.png,0
20250614_175852_595251.png,0
20250614_175853_099831.png,0
20250614_175853_616955.png,0
20250614_175854_117551.png,0
20250614_175854_629535.png,0
20250614_175855_138762.png,0
20250614_175855_645090.png,0
20250614_175856_156429.png,0
20250614_175856_672758.png,0
20250614_175857_172158.png,0
20250614_175857_689967.png,0
20250614_175858_203060.png,0
20250614_175858_709375.png,0
20250614_175859_225401.png,-0.02
20250614_175859_731327.png,0.04
20250614_175900_237350.png,0.02
20250614_175900_759074.png,-0.1
20250614_175901_276346.png,-0.02
20250614_175901_778504.png,0.02
20250614_175902_287318.png,0.02
20250614_175902_798221.png,-0.06
20250614_175903_299006.png,-0.06
20250614_175903_802982.png,-0.06
20250614_175904_306280.png,-0.06
20250614_175904_811146.png,-0.06
20250614_175905_312315.png,-0.06
20250614_175905_816289.png,-0.06
20250614_175906_333426.png,-0.06
20250614_175906_838443.png,-0.06
20250614_175907_350339.png,-0.06
20250614_175907_861111.png,-0.06
20250614_175908_363474.png,-0.16
20250614_175908_867165.png,-0.08
20250614_175909_380269.png,-0.02
20250614_175909_885256.png,-0.02
20250614_175910_386996.png,-0.1
20250614_175910_898375.png,-0.1
20250614_175911_408522.png,-0.1
20250614_175911_919425.png,-0.04
20250614_175912_431150.png,-0.04
20250614_175912_942768.png,-0.04
20250614_175913_458962.png,-0.04
20250614_175913_971254.png,-0.04
20250614_175914_485198.png,-0.04
20250614_175914_989369.png,-0.04
20250614_175915_500369.png,-0.12
20250614_175916_013317.png,-0.12
20250614_175916_519641.png,-0.12
20250614_175917_029766.png,-0.12
20250614_175917_529859.png,-0.04
20250614_175918_041430.png,-0.04
20250614_175918_578895.png,-0.04
20250614_175919_088635.png,-0.04
20250614_175919_609508.png,-0.04
20250614_175920_118694.png,-0.04
20250614_175920_631488.png,-0.04
20250614_175921_147597.png,0.04
20250614_175921_657880.png,-0.04
20250614_175922_165274.png,-0.08
20250614_175922_684318.png,0.02
20250614_175923_194191.png,0.02
20250614_175923_701199.png,0.08
20250614_175924_219597.png,-0.04
20250614_175924_735947.png,-0.04
20250614_175925_239505.png,0.04
20250614_175925_742839.png,0.04
20250614_175926_248344.png,-0.08
20250614_175926_753186.png,-0.08
20250614_175927_264020.png,-0.06
20250614_175927_766941.png,-0.06
20250614_175928_286956.png,-0.06
20250614_175928_802984.png,-0.06
20250614_175929_306098.png,-0.06
20250614_175929_812230.png,-0.06
20250614_175930_315097.png,-0.06
20250614_175930_828156.png,0.26
20250614_175931_345115.png,0.38
20250614_175931_849570.png,0.36
20250614_175932_366043.png,-0.08
20250614_175932_866241.png,-0.3
20250614_175933_367510.png,-0.16
20250614_175933_868226.png,-0.06
20250614_175934_376415.png,0.04
20250614_175934_888403.png,-0.04
20250614_175935_394381.png,-0.04
20250614_175935_911082.png,0.06
20250614_175936_418001.png,0
20250614_175936_918500.png,0
20250614_175937_419288.png,0
20250614_175937_929062.png,0
20250614_175938_456324.png,0
20250614_175938_960089.png,0
20250614_175939_473363.png,0
20250614_175939_999072.png,0
20250614_175940_504152.png,0
20250614_175941_018117.png,0
20250614_175941_550253.png,0
20250614_175942_051127.png,0
20250614_175942_561269.png,0
20250614_175943_086385.png,0
20250614_175943_596547.png,0
20250614_175944_101151.png,0
20250614_175944_616110.png,0
20250614_175945_126405.png,0
20250614_175945_637540.png,0
20250614_175946_149279.png,0
20250614_175946_658804.png,0
20250614_175947_171200.png,0
20250614_175947_683337.png,0
20250614_175948_186517.png,0
20250614_175948_707926.png,0
20250614_175949_223325.png,-0.04
20250614_175949_731136.png,-0.04
20250614_175950_255131.png,0.04
20250614_175950_759290.png,-0.02
20250614_175951_259761.png,-0.02
20250614_175951_768503.png,-0.02
20250614_175952_272166.png,-0.02
20250614_175952_778590.png,-0.02
20250614_175953_291627.png,-0.02
20250614_175953_796481.png,-0.02
20250614_175954_303325.png,-0.02
20250614_175954_818471.png,-0.02
20250614_175955_332749.png,-0.02
20250614_175955_835379.png,-0.02
20250614_175956_336212.png,-0.02
20250614_175956_836696.png,0.08
20250614_175957_357699.png,0.14
20250614_175957_871060.png,0.06
20250614_175958_378811.png,0.06
20250614_175958_887307.png,0
20250614_175959_394846.png,0
20250614_175959_904266.png,0
20250614_180000_434062.png,-0.02
20250614_180000_950277.png,-0.02
20250614_180001_452034.png,-0.02
20250614_180001_984468.png,-0.02
20250614_180002_494675.png,-0.02
20250614_180003_006172.png,-0.02
20250614_180003_508010.png,-0.02
20250614_180004_008621.png,-0.02
20250614_180004_516765.png,-0.02
20250614_180005_019381.png,-0.02
20250614_180005_535577.png,-0.02
20250614_180006_043014.png,-0.02
20250614_180006_556627.png,-0.02
20250614_180007_066039.png,0.06
20250614_180007_569085.png,0.06
20250614_180008_073184.png,0.06
20250614_180008_573362.png,0
20250614_180009_086671.png,0
20250614_180009_594896.png,0
20250614_180010_103437.png,0
20250614_180010_615275.png,0
20250614_180011_131568.png,0
20250614_180011_634514.png,0
20250614_180012_135847.png,0
20250614_180012_638471.png,0
20250614_180013_153573.png,0
20250614_180013_662261.png,0
20250614_180014_168722.png,0
20250614_180014_673192.png,0
20250614_180015_187367.png,0
20250614_180015_698986.png,0
20250614_180016_213647.png,0
20250614_180016_722418.png,0
20250614_180017_232954.png,0
20250614_180017_752381.png,0
20250614_180018_266401.png,0
20250614_180018_769888.png,0
20250614_180019_286413.png,0
20250614_180019_794297.png,0
20250614_180020_303432.png,0
20250614_180020_813222.png,0
20250614_180021_324176.png,0
20250614_180021_829981.png,0
20250614_180022_340177.png,0
20250614_180022_851395.png,0
20250614_180023_366754.png,0
20250614_180023_885011.png,0
20250614_180024_397399.png,0
20250614_180024_905659.png,0
20250614_180025_415265.png,0
20250614_180025_924290.png,0
20250614_180026_432402.png,0
20250614_180026_942247.png,0
20250614_180027_450275.png,-0.06
20250614_180027_953450.png,-0.02
20250614_180028_467140.png,-0.02
20250614_180028_985040.png,-0.02
20250614_180029_496512.png,-0.02
20250614_180030_006224.png,-0.02
20250614_180030_518578.png,-0.02
20250614_180031_033343.png,-0.02
20250614_180031_541195.png,-0.02
20250614_180032_045251.png,-0.02
20250614_180032_574235.png,-0.02
20250614_180033_083027.png,-0.02
20250614_180033_591445.png,-0.02
20250614_180034_122209.png,-0.02
20250614_180034_637579.png,-0.12
20250614_180035_139333.png,-0.06
20250614_180035_651068.png,-0.06
20250614_180036_152437.png,-0.06
20250614_180036_659017.png,-0.02
20250614_180037_169291.png,-0.02
20250614_180037_673225.png,0
20250614_180038_188448.png,-0.06
20250614_180038_694414.png,0.02
20250614_180039_203353.png,0.02
20250614_180039_733033.png,0
20250614_180040_247175.png,0
20250614_180040_755926.png,-0.08
20250614_180041_288802.png,-0.02
20250614_180041_797505.png,-0.02
20250614_180042_304171.png,-0.08
20250614_180042_836271.png,-0.08
20250614_180043_352103.png,-0.04
20250614_180043_859593.png,-0.04
20250614_180044_367760.png,-0.04
20250614_180044_881256.png,-0.04
20250614_180045_395187.png,0
20250614_180045_906677.png,0
20250614_180046_413148.png,0
20250614_180046_913612.png,-0.06
